survived,pclass,sex,age,sibsp,parch,fare,alone,has_cabin,family_size,is_alone,fare_per_person,age_group,fare_bin,sex_encoded,embarked_C,embarked_Q,embarked_S,title_man,title_woman
1,1,female,-0.45968598041107545,1,0,1.9305821262271863,False,1,0.059159876663617626,0,1.3209471654487823,2,3,1,True,False,False,False,True
1,3,female,-0.3844807979532623,0,2,-0.3417571803794436,False,1,0.6792945838081278,0,-0.47916714086560047,2,2,1,False,False,True,False,True
0,3,male,-0.5348911628688886,0,0,-0.5512665115095161,True,0,-0.5609748304808925,1,-0.4005959772069773,2,0,0,False,False,True,True,False
0,3,female,0.14195547925143,0,0,-0.5498924021074366,True,0,-0.5609748304808925,1,-0.39853752880057264,2,0,1,False,False,True,False,True
0,2,male,1.2700332161186279,0,0,-0.12293496395240078,True,0,-0.5609748304808925,1,0.24105481868124892,2,2,0,False,False,True,True,False
0,2,male,-0.45968598041107545,0,0,-0.4876386579974721,True,0,-0.5609748304808925,1,-0.30527994671725833,2,1,0,False,False,True,True,False
1,2,female,-0.08366006812200955,0,0,-0.4370507262428331,True,0,-0.5609748304808925,1,-0.2294980276458525,2,1,1,False,False,True,False,True
1,3,male,0.7435969389139355,0,0,-0.548226529750121,True,0,-0.5609748304808925,1,-0.39604201258184907,2,1,0,False,False,True,True,False
0,3,male,-0.23407043303763592,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
0,3,female,-0.6100963453267019,1,0,-0.5035209156413704,False,0,0.059159876663617626,0,-0.5022248177923654,2,1,1,False,False,True,False,True
0,3,male,-0.08366006812200955,1,0,-0.3617570603754636,False,0,0.059159876663617626,0,-0.39604201258184907,2,2,0,False,False,True,True,False
0,3,female,-0.685301527784515,0,0,-0.5308736926947507,True,0,-0.5609748304808925,1,-0.3700470519701459,2,1,1,False,False,True,False,True
0,2,male,0.36757102662486957,1,0,-0.2405813168701657,False,0,0.059159876663617626,0,-0.30527994671725833,2,2,0,False,False,True,True,False
0,3,male,1.6460591284076938,0,0,-0.5523441521022427,True,0,-0.5609748304808925,1,-0.4022103083202193,2,0,0,False,False,True,True,False
1,2,male,-1.9637896295673392,1,1,-0.2935221756831599,False,0,0.6792945838081278,0,-0.4550814146491071,0,2,0,False,False,True,False,False
0,3,male,-0.6100963453267019,0,0,-0.551755920337654,True,0,-0.5609748304808925,1,-0.40132912321473785,2,0,0,False,False,True,True,False
0,3,female,-0.5724937540977952,3,1,-0.1354831239546096,False,0,1.9195639980971482,0,-0.49585067721335474,2,2,1,False,False,True,False,True
0,3,male,-0.3092756154954491,0,0,-0.5489135844511608,True,0,-0.5609748304808925,1,-0.3970712367850514,2,0,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.573325202681597,True,0,-0.5609748304808925,1,-0.43364041866253217,2,0,0,False,True,False,True,False
1,1,female,0.29236584416705635,1,0,1.3829383533949904,False,1,0.059159876663617626,0,0.910755498847161,2,3,1,False,True,False,False,True
0,2,male,0.06675029679361683,0,0,-0.7346959991247785,True,0,-0.5609748304808925,1,-0.675377691019473,2,0,0,False,False,True,True,False
1,3,male,1.1196228512030013,0,0,-0.548226529750121,True,0,-0.5609748304808925,1,-0.39604201258184907,2,1,0,False,False,True,True,False
0,3,female,-0.5724937540977952,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,1,False,False,True,False,True
1,2,female,0.36757102662486957,1,1,0.03000529484069365,False,0,0.6792945838081278,0,-0.29353081197750547,2,3,1,False,False,True,False,True
1,2,female,-0.8357118927001413,0,2,-0.4288154815385896,False,0,0.6792945838081278,0,-0.522638939402686,2,1,1,False,False,True,False,True
0,2,male,0.06675029679361683,0,0,-0.4288154815385896,True,0,-0.5609748304808925,1,-0.21716143616911202,2,1,0,False,False,True,True,False
0,3,female,-1.437353352362647,0,2,-0.16646411453197382,False,0,0.6792945838081278,0,-0.3916360870544418,0,2,1,False,False,True,False,False
0,3,male,-0.3092756154954491,0,0,-0.5489135844511608,True,0,-0.5609748304808925,1,-0.3970712367850514,2,0,0,True,False,False,True,False
0,3,male,-0.6100963453267019,0,0,-0.5527370909209881,True,0,-0.5609748304808925,1,-0.40279893997068095,2,0,0,False,True,False,True,False
0,3,male,-0.008454885664196365,0,0,-0.5494029932792986,True,0,-0.5609748304808925,1,-0.397804382792812,2,0,0,False,False,True,True,False
0,3,female,-0.08366006812200955,1,1,-0.3958745027216154,False,0,0.6792945838081278,0,-0.506190150767032,2,1,1,False,False,True,False,True
0,3,male,-0.8357118927001413,1,1,-0.2591106174547137,False,0,0.6792945838081278,0,-0.43789830509221855,2,2,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.5641087873940193,True,0,-0.5609748304808925,1,-0.4198340104298486,2,0,0,False,False,True,True,False
1,2,female,-0.08366006812200955,1,0,-0.12293496395240078,False,0,0.059159876663617626,0,-0.21716143616911202,2,2,1,False,False,True,False,True
1,2,female,-0.7605067102423282,0,0,-0.12293496395240078,True,0,-0.5609748304808925,1,0.24105481868124892,2,2,1,False,False,True,False,True
0,3,male,-0.3092756154954491,0,0,-0.5523441521022427,True,0,-0.5609748304808925,1,-0.4022103083202193,2,0,0,False,True,False,True,False
1,3,male,0.2171606617092432,0,0,-0.5452853709271769,True,1,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
1,1,male,-0.08366006812200955,0,0,-0.10999386513144661,True,1,-0.5609748304808925,1,0.26044089100184115,2,2,0,False,False,True,True,False
1,3,female,-0.5724937540977952,1,0,-0.3558747427295753,False,0,0.059159876663617626,0,-0.39163608705444175,2,2,1,False,False,True,False,True
1,2,female,0.969212486287375,1,0,-0.12293496395240078,False,0,0.059159876663617626,0,-0.21716143616911202,2,2,1,False,False,True,False,True
0,3,male,-0.9109170751579546,0,0,-0.5670499462169634,True,0,-0.5609748304808925,1,-0.4242399359572559,1,0,0,False,False,True,True,False
0,1,male,1.5708539459498805,1,0,0.5805902264958336,False,1,0.059159876663617626,0,0.30978725690880304,2,3,0,False,False,True,True,False
1,1,female,-1.136532622531394,1,2,2.08881647090158,False,1,1.299429290952638,0,0.38204443555828305,1,3,1,False,False,True,False,False
0,3,female,-0.6100963453267019,2,2,0.0741226771848555,False,0,1.9195639980971482,0,-0.43305178701207053,2,3,1,False,False,True,False,True
1,2,female,-0.3844807979532623,2,3,-0.2935221756831599,False,0,2.5396987052416584,0,-0.56522955283429,2,2,1,False,False,True,False,True
0,1,male,2.623726500359265,1,4,5.124238728242953,False,1,2.5396987052416584,0,0.787426123888799,3,3,0,False,False,True,True,False
0,2,male,0.14195547925143,0,0,-0.4876386579974721,True,0,-0.5609748304808925,1,-0.30527994671725833,2,1,0,False,False,True,True,False
1,2,female,1.1948280336608146,1,1,-0.11705264630651252,False,0,0.6792945838081278,0,-0.3669629041009608,2,2,1,False,False,True,False,True
0,3,male,-0.685301527784515,0,0,-0.5111679285810251,True,0,-0.5609748304808925,1,-0.34052735093651687,2,1,0,False,False,True,True,False
0,3,male,-0.3092756154954491,1,0,-0.551755920337654,False,0,0.059159876663617626,0,-0.5383534071171054,2,0,0,False,False,True,True,False
1,2,female,-0.08366006812200955,0,0,-0.4288154815385896,True,0,-0.5609748304808925,1,-0.21716143616911202,2,1,1,False,False,True,False,True
1,3,male,-0.3092756154954491,0,0,-0.5438147915157048,True,0,-0.5609748304808925,1,-0.38943312429073806,2,1,0,False,False,True,True,False
1,1,male,-1.8885844471095259,0,2,1.191370091084877,False,1,0.6792945838081278,0,0.28638650524763737,0,3,0,False,False,True,False,False
1,2,female,-1.2117378049892074,0,1,-0.2758752227454952,False,0,0.059159876663617626,0,-0.33171549988170224,1,2,1,False,False,True,False,False
1,1,male,0.36757102662486957,0,0,-0.10999386513144661,True,0,-0.5609748304808925,1,0.26044089100184115,2,2,0,False,False,True,True,False
1,3,female,-1.8133792646517128,2,1,-0.28156224744554,False,0,1.299429290952638,0,-0.5056764198505364,0,2,1,True,False,False,False,False
1,1,male,1.7212643108655068,0,0,-0.017053246326412325,True,1,-0.5609748304808925,1,0.3996681376679123,2,2,0,False,False,True,True,False
0,2,male,0.5179813915404959,1,2,-0.08175874043118304,False,0,1.299429290952638,0,-0.4308488242483669,2,2,0,False,False,True,True,False
0,3,male,-0.3092756154954491,1,0,-0.26489411216415104,False,0,0.059159876663617626,0,-0.3234905181071383,2,2,0,False,False,True,True,False
0,1,male,0.06675029679361683,0,0,-0.08175874043118304,True,1,-0.5609748304808925,1,0.30273777606495134,2,2,0,True,False,False,True,False
1,1,male,1.4956487634920672,1,0,1.3618608328062438,False,1,0.059159876663617626,0,0.8949681864973552,2,3,0,True,False,False,True,False
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
1,3,male,-0.008454885664196365,0,0,-0.5489135844511608,True,0,-0.5609748304808925,1,-0.3970712367850514,2,0,0,True,False,False,True,False
0,1,male,2.6989316828170784,0,0,-0.10999386513144661,True,1,-0.5609748304808925,1,0.26044089100184115,3,2,0,False,False,True,True,False
1,1,female,0.4427762090826827,1,0,0.4855907965147383,False,1,0.059159876663617626,0,0.23863155964117483,2,3,1,False,False,True,False,True
1,2,female,1.5708539459498805,0,0,-0.4876386579974721,True,0,-0.5609748304808925,1,-0.30527994671725833,2,1,1,False,False,True,False,True
0,3,male,-0.3092756154954491,0,0,-0.5523441521022427,True,0,-0.5609748304808925,1,-0.4022103083202193,2,0,0,False,True,False,True,False
1,1,male,1.4204435810342542,0,0,-0.10999386513144661,True,1,-0.5609748304808925,1,0.26044089100184115,2,2,0,False,False,True,True,False
0,3,male,0.36757102662486957,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
0,1,male,1.345238398576441,0,0,0.17118091834201157,True,1,-0.5609748304808925,1,0.6816473714219806,2,3,0,False,False,True,True,False
0,2,male,1.4204435810342542,0,0,-0.4288154815385896,True,0,-0.5609748304808925,1,-0.21716143616911202,2,1,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
0,3,male,0.6683917564561223,0,0,-0.5688146415107299,True,0,-0.5609748304808925,1,-0.4268834912737003,2,0,0,False,False,True,True,False
0,2,male,0.06675029679361683,0,0,-0.7346959991247785,True,0,-0.5609748304808925,1,-0.675377691019473,2,0,0,False,False,True,True,False
0,1,male,2.0220850406967594,0,0,-0.10999386513144661,True,0,-0.5609748304808925,1,0.26044089100184115,2,2,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.5529323838668316,True,0,-0.5609748304808925,1,-0.4030914934257008,2,0,0,False,True,False,True,False
1,3,female,-2.1330012900974187,2,1,-0.28156224744554,False,0,1.299429290952638,0,-0.5056764198505364,0,2,1,True,False,False,False,False
0,3,male,-0.3092756154954491,0,0,-0.5641087873940193,True,0,-0.5609748304808925,1,-0.4198340104298486,2,0,0,False,False,True,True,False
0,3,male,0.6683917564561223,0,0,-0.5308736926947507,True,0,-0.5609748304808925,1,-0.3700470519701459,2,1,0,False,False,True,True,False
1,2,female,0.29236584416705635,1,2,-0.08175874043118304,False,0,1.299429290952638,0,-0.4308488242483669,2,2,1,False,False,True,False,True
1,2,female,-0.45968598041107545,0,0,-0.41018735801759065,True,1,-0.5609748304808925,1,-0.189256066248725,2,1,1,True,False,False,False,True
0,3,female,-0.5348911628688886,0,0,-0.5032267997590759,True,0,-0.5609748304808925,1,-0.32863135201251714,2,1,1,False,False,True,False,True
0,1,male,0.8188021213717487,0,0,0.4888260712199769,True,1,-0.5609748304808925,1,1.1574873283819709,2,3,0,False,False,True,True,False
0,2,male,0.36757102662486957,1,0,-0.2405813168701657,False,0,0.059159876663617626,0,-0.30527994671725833,2,2,0,False,False,True,True,False
0,3,male,-0.008454885664196365,1,0,-0.5689134644471808,False,0,0.059159876663617626,0,-0.5512046106954471,2,0,0,False,False,True,True,False
0,3,male,-0.5348911628688886,0,0,-0.5577370609199931,True,0,-0.5609748304808925,1,-0.41028901336727336,2,0,0,False,False,True,True,False
1,3,female,-2.038994812025152,0,1,-0.44558008682937117,False,0,0.059159876663617626,0,-0.4588264513474033,0,1,1,False,False,True,False,False
0,3,male,-1.51255853482046,5,2,0.36882679124385664,False,0,3.779968119530679,0,-0.4687397837840698,0,3,0,False,False,True,False,False
0,2,male,0.06675029679361683,0,0,-0.7346959991247785,True,0,-0.5609748304808925,1,-0.675377691019473,2,0,0,False,False,True,True,False
0,3,male,1.5708539459498805,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
1,3,female,2.548521317901452,0,0,-0.5091091174049641,True,0,-0.5609748304808925,1,-0.3374432030673318,3,1,1,False,False,True,False,True
1,1,male,-0.3092756154954491,1,0,1.4083311422087608,False,1,0.059159876663617626,0,0.929774998163873,2,3,0,True,False,False,True,False
0,3,female,-0.5724937540977952,3,1,-0.1354831239546096,False,0,1.9195639980971482,0,-0.49585067721335474,2,2,1,False,False,True,False,True
1,1,female,0.4427762090826827,1,0,1.3829383533949904,False,1,0.059159876663617626,0,0.910755498847161,2,3,1,False,False,True,False,True
0,1,male,2.172495405612386,0,0,-0.03587666279325473,True,1,-0.5609748304808925,1,0.3714702142925055,2,2,0,True,False,False,True,False
0,3,male,0.06675029679361683,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
1,3,male,-1.51255853482046,1,1,-0.36058059684628596,False,0,0.6792945838081278,0,-0.48856644865740273,0,2,0,False,False,True,False,False
0,3,male,-0.3092756154954491,1,0,-0.26489411216415104,False,0,0.059159876663617626,0,-0.3234905181071383,2,2,0,False,False,True,True,False
0,3,male,-0.6100963453267019,0,0,-0.5641087873940193,True,0,-0.5609748304808925,1,-0.4198340104298486,2,0,0,False,False,True,True,False
0,1,male,1.9468798582389464,0,0,-0.017053246326412325,True,1,-0.5609748304808925,1,0.3996681376679123,2,2,0,False,False,True,True,False
0,1,male,3.1501627775639576,0,0,0.4301017176975453,True,0,-0.5609748304808925,1,1.0695168569315452,3,3,0,True,False,False,True,False
0,3,male,-0.6100963453267019,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.39450274624659437,True,0,-0.5609748304808925,1,-0.16576014659616733,2,2,0,True,False,False,True,False
1,1,female,1.8716746757811333,1,0,1.106862362856988,False,1,0.059159876663617626,0,0.703971314884248,2,3,1,True,False,False,False,True
0,3,male,-0.3092756154954491,0,0,-0.3794040133131284,True,0,-0.5609748304808925,1,-0.1431418873086691,2,2,0,False,False,True,True,False
0,1,female,-0.3092756154954491,1,2,2.831164957812677,False,1,1.299429290952638,0,0.6600583363376848,2,3,1,False,False,True,False,True
0,3,male,-0.3844807979532623,0,0,-0.5512665115095161,True,0,-0.5609748304808925,1,-0.4005959772069773,2,0,0,False,False,True,True,False
0,3,male,-0.9109170751579546,0,0,-0.5308736926947507,True,0,-0.5609748304808925,1,-0.3700470519701459,1,1,0,False,False,True,True,False
0,3,female,-0.6100963453267019,0,0,-0.5523441521022427,True,0,-0.5609748304808925,1,-0.4022103083202193,2,0,1,False,True,False,False,True
0,3,female,-0.5724937540977952,0,0,-0.5551864879887359,True,0,-0.5609748304808925,1,-0.40646819474990575,2,0,1,False,True,False,False,True
0,3,female,0.5931865739983091,0,0,-0.5091091174049641,True,0,-0.5609748304808925,1,-0.3374432030673318,2,1,1,False,False,True,False,True
1,1,female,-0.9861222576157678,0,0,1.3005859063525549,True,1,-0.5609748304808925,1,2.37352277394639,1,3,1,False,False,True,False,True
0,1,male,-0.8357118927001413,1,0,1.827641567424142,False,1,0.059159876663617626,0,1.2438434687191542,2,3,0,True,False,False,True,False
1,2,female,0.29236584416705635,0,2,-0.12293496395240078,False,0,0.6792945838081278,0,-0.369900187785899,2,2,1,False,False,True,False,True
1,1,male,0.8188021213717487,0,0,-0.10999386513144661,True,0,-0.5609748304808925,1,0.26044089100184115,2,2,0,False,False,True,True,False
0,3,male,-0.08366006812200955,0,0,-0.20469917923024744,True,0,-0.5609748304808925,1,0.11857008901932546,2,2,0,False,False,True,True,False
1,3,male,-0.23407043303763592,0,0,0.5946089659095145,True,0,-0.5609748304808925,1,1.3159526082709134,2,3,0,False,False,True,True,False
1,3,male,-0.008454885664196365,0,0,-0.5523441521022427,True,0,-0.5609748304808925,1,-0.4022103083202193,2,0,0,False,True,False,True,False
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
1,1,male,0.5179813915404959,0,0,-0.11617029865962926,True,1,-0.5609748304808925,1,0.2511884473942858,2,2,0,False,False,True,True,False
1,1,female,1.8716746757811333,1,0,0.662942673538269,False,0,0.059159876663617626,0,0.3714702142925055,2,3,1,True,False,False,False,True
0,3,male,-0.3844807979532623,0,0,-0.558325292684582,True,0,-0.5609748304808925,1,-0.4111701984727549,2,0,0,False,False,True,True,False
0,1,male,1.345238398576441,0,0,0.06578860954416106,True,1,-0.5609748304808925,1,0.5237671984430778,2,3,0,False,False,True,True,False
1,2,female,0.36757102662486957,0,0,-0.4876386579974721,True,1,-0.5609748304808925,1,-0.30527994671725833,2,1,1,False,False,True,False,True
0,3,male,-0.3092756154954491,0,0,-0.16646411453197382,True,0,-0.5609748304808925,1,0.17584712087562057,2,2,0,False,True,False,True,False
1,2,female,0.5179813915404959,1,0,-0.12293496395240078,False,0,0.059159876663617626,0,-0.21716143616911202,2,2,1,False,False,True,False,True
0,3,male,0.2171606617092432,0,0,-0.5489135844511608,True,0,-0.5609748304808925,1,-0.3970712367850514,2,0,0,False,False,True,True,False
1,1,female,0.06675029679361683,0,0,1.4652908004374259,True,1,-0.5609748304808925,1,2.6202546034811998,2,3,1,False,False,True,False,True
0,3,male,-0.5348911628688886,0,0,-0.5489135844511608,True,0,-0.5609748304808925,1,-0.3970712367850514,2,0,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.5646970191586081,True,0,-0.5609748304808925,1,-0.42071519553533004,2,0,0,True,False,False,True,False
1,1,female,1.1196228512030013,0,1,0.6295122858931569,False,1,0.059159876663617626,0,0.3464304583351442,2,3,1,True,False,False,False,True
0,3,male,-0.3092756154954491,0,0,-0.5645981962221572,True,0,-0.5609748304808925,1,-0.4205671564376092,2,0,0,True,False,False,True,False
0,3,male,0.8564047126006552,0,0,-0.5523441521022427,True,0,-0.5609748304808925,1,-0.4022103083202193,2,0,0,False,True,False,True,False
1,2,female,1.5708539459498805,0,0,-0.4876386579974721,True,0,-0.5609748304808925,1,-0.30527994671725833,2,1,1,False,False,True,False,True
0,1,male,0.8188021213717487,0,0,4.483606807479136,True,1,-0.5609748304808925,1,7.141763418804309,2,3,0,False,False,True,True,False
0,3,male,0.7435969389139355,0,0,-0.548226529750121,True,0,-0.5609748304808925,1,-0.39604201258184907,2,1,0,False,False,True,True,False
0,2,male,-0.45968598041107545,2,1,-0.4641093874139191,False,0,1.299429290952638,0,-0.5740414038891046,2,1,0,False,False,True,True,False
1,2,female,-2.038994812025152,1,1,-0.12293496395240078,False,0,0.6792945838081278,0,-0.369900187785899,0,2,1,False,False,True,False,False
0,3,male,-0.3092756154954491,0,0,-0.5645981962221572,True,0,-0.5609748304808925,1,-0.4205671564376092,2,0,0,True,False,False,True,False
0,3,male,-0.9109170751579546,1,1,-0.5645981962221572,False,0,0.6792945838081278,0,-0.5904408461588517,1,0,0,True,False,False,True,False
1,3,female,-0.5724937540977952,0,2,-0.20862150863652568,False,0,0.6792945838081278,0,-0.412687011767657,2,2,1,True,False,False,False,True
0,3,female,0.06675029679361683,0,0,-0.5308736926947507,True,0,-0.5609748304808925,1,-0.3700470519701459,2,1,1,False,False,True,False,True
1,2,female,-1.6629688997360863,0,2,-0.11705264630651252,False,0,0.6792945838081278,0,-0.3669629041009608,0,2,1,False,False,True,False,False
0,1,male,1.1948280336608146,0,0,-0.10999386513144661,True,1,-0.5609748304808925,1,0.26044089100184115,2,2,0,False,False,True,True,False
1,1,female,0.06675029679361683,0,0,1.7694066227298482,True,0,-0.5609748304808925,1,3.0758273030151164,2,3,1,True,False,False,False,True
0,3,male,-0.3092756154954491,0,0,-0.3935215756632601,True,0,-0.5609748304808925,1,-0.16429032984022424,2,2,0,False,False,True,True,False
1,1,female,-0.5348911628688886,0,2,0.43000289476109443,False,1,0.6792945838081278,0,-0.09379552140170716,2,3,1,True,False,False,False,True
1,1,female,0.5179813915404959,0,2,0.9358822123074836,False,1,0.6792945838081278,0,0.15881087550297904,2,3,1,False,False,True,False,True
0,3,female,-1.51255853482046,4,2,0.0011819383758412065,False,0,3.1598334123861687,0,-0.5178973243112858,0,3,1,False,False,True,False,False
0,3,female,-1.3621481699048337,4,2,0.0011819383758412065,False,0,3.1598334123861687,0,-0.5178973243112858,0,3,1,False,False,True,False,False
1,2,male,0.2171606617092432,1,0,-0.12293496395240078,False,0,0.059159876663617626,0,-0.21716143616911202,2,2,0,False,False,True,True,False
0,1,male,1.5708539459498805,1,0,1.7694066227298482,False,1,0.059159876663617626,0,1.2002248059978218,2,3,0,True,False,False,True,False
0,1,male,2.623726500359265,0,0,-0.12293496395240078,True,0,-0.5609748304808925,1,0.24105481868124892,3,2,0,False,False,True,True,False
1,2,female,-0.7605067102423282,1,0,-0.12293496395240078,False,0,0.059159876663617626,0,-0.21716143616911202,2,2,1,False,False,True,False,True
1,2,male,0.06675029679361683,0,0,-0.40852148566027513,True,0,-0.5609748304808925,1,-0.18676055003000153,2,1,0,True,False,False,True,False
0,3,male,0.29236584416705635,1,1,-0.2517577203973534,False,0,0.6792945838081278,0,-0.4342267004860459,2,2,0,False,False,True,True,False
1,2,male,-1.5877637172782733,1,1,0.13000469482079385,False,0,0.6792945838081278,0,-0.24359698933355592,0,3,0,False,False,True,False,False
1,1,male,-0.9109170751579546,0,2,1.8743071697725027,False,1,0.6792945838081278,0,0.6274051410689637,1,3,0,True,False,False,True,False
0,2,male,-0.15886525057982273,0,0,-0.12293496395240078,True,0,-0.5609748304808925,1,0.24105481868124892,2,2,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.5504806338720254,True,0,-0.5609748304808925,1,-0.39941871390605405,2,0,0,False,True,False,True,False
1,3,male,-0.5348911628688886,0,0,-0.5646970191586081,True,0,-0.5609748304808925,1,-0.42071519553533004,2,0,0,True,False,False,True,False
1,3,female,-0.5348911628688886,0,0,-0.551755920337654,True,0,-0.5609748304808925,1,-0.40132912321473785,2,0,1,False,False,True,False,True
0,1,male,2.4733161354436386,0,0,-0.10999386513144661,True,0,-0.5609748304808925,1,0.26044089100184115,3,2,0,False,False,True,True,False
1,1,female,1.4204435810342542,1,0,0.1970631159839199,False,1,0.059159876663617626,0,0.02252091252184603,2,3,1,True,False,False,False,True
0,1,male,0.8188021213717487,0,0,4.618801290398115,True,0,-0.5609748304808925,1,7.344287953967325,2,3,0,True,False,False,True,False
1,1,female,0.7435969389139355,1,1,1.139410402855217,False,1,0.6792945838081278,0,0.26044089100184115,2,3,1,False,False,True,False,True
1,3,female,0.5179813915404959,1,0,-0.3252866909709565,False,0,0.059159876663617626,0,-0.36872527431192376,2,2,1,False,False,True,False,True
0,3,male,-0.3092756154954491,0,0,-0.5523441521022427,True,0,-0.5609748304808925,1,-0.4022103083202193,2,0,0,False,True,False,True,False
0,3,male,0.8188021213717487,0,0,-0.5489135844511608,True,0,-0.5609748304808925,1,-0.3970712367850514,2,0,0,False,False,True,True,False
0,2,male,-0.08366006812200955,0,0,-0.4170508462468131,True,0,-0.5609748304808925,1,-0.19953773405948275,2,1,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
0,3,female,-0.5724937540977952,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,1,False,False,True,False,True
0,3,male,-0.3844807979532623,2,0,-0.16646411453197382,False,0,0.6792945838081278,0,-0.3916360870544418,2,2,0,False,False,True,True,False
0,3,male,-0.7605067102423282,0,0,-0.5489135844511608,True,0,-0.5609748304808925,1,-0.3970712367850514,2,0,0,False,False,True,True,False
0,3,female,-0.008454885664196365,0,4,-0.23881662157639924,False,0,1.9195639980971482,0,-0.5268098822352982,2,2,1,False,False,True,False,True
0,3,male,-0.3092756154954491,0,0,-0.5645981962221572,True,0,-0.5609748304808925,1,-0.4205671564376092,2,0,0,True,False,False,True,False
1,3,male,0.2171606617092432,0,0,-0.5498924021074366,True,0,-0.5609748304808925,1,-0.39853752880057264,2,0,0,False,False,True,True,False
1,2,male,2.4733161354436386,0,0,-0.4876386579974721,True,0,-0.5609748304808925,1,-0.30527994671725833,3,1,0,False,False,True,True,False
1,1,female,1.79646949332332,2,0,0.47657202710006247,False,1,0.6792945838081278,0,-0.07054163392478838,2,3,1,False,False,True,False,True
1,1,male,0.5179813915404959,0,0,-0.113817371601274,True,1,-0.5609748304808925,1,0.25471318781621155,2,2,0,False,False,True,True,False
1,3,female,-0.5724937540977952,0,0,-0.5523441521022427,True,0,-0.5609748304808925,1,-0.4022103083202193,2,0,1,False,True,False,False,True
0,3,male,-0.9861222576157678,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,1,1,0,False,False,True,True,False
0,3,male,-0.7605067102423282,0,0,-0.3935215756632601,True,0,-0.5609748304808925,1,-0.16429032984022424,2,2,0,False,False,True,True,False
1,2,female,0.36757102662486957,0,0,-0.4288154815385896,True,0,-0.5609748304808925,1,-0.21716143616911202,2,1,1,False,False,True,False,True
1,1,female,0.7435969389139355,1,0,0.5805902264958336,False,1,0.059159876663617626,0,0.30978725690880304,2,3,1,False,False,True,False,True
0,3,female,-0.5724937540977952,1,0,-0.39450274624659437,False,0,0.059159876663617626,0,-0.4205689188078201,2,2,1,True,False,False,False,True
1,3,male,0.2171606617092432,0,0,-0.548226529750121,True,0,-0.5609748304808925,1,-0.39604201258184907,2,1,0,False,False,True,True,False
1,2,female,-0.3092756154954491,1,1,-0.02881788161818882,False,0,0.6792945838081278,0,-0.3229036488268876,2,2,1,False,False,True,False,True
1,1,female,0.7435969389139355,1,1,1.8743071697725027,False,1,0.6792945838081278,0,0.6274051410689637,2,3,1,True,False,False,False,True
0,2,male,1.8716746757811333,0,0,-0.12293496395240078,True,0,-0.5609748304808925,1,0.24105481868124892,2,2,0,False,False,True,True,False
0,1,male,0.5179813915404959,0,0,0.2094159830402852,True,1,-0.5609748304808925,1,0.7389244032782757,2,3,0,True,False,False,True,False
0,3,male,-0.3092756154954491,0,0,-0.529697229165573,True,0,-0.5609748304808925,1,-0.368284681759183,2,1,0,True,False,False,True,False
1,1,female,-0.8357118927001413,0,2,1.139410402855217,False,1,0.6792945838081278,0,0.26044089100184115,2,3,1,False,False,True,False,True
0,2,male,1.345238398576441,0,0,-0.3817569403714836,True,0,-0.5609748304808925,1,-0.14666662773059497,2,2,0,False,False,True,True,False
1,1,male,2.3229057705280125,1,1,1.1288222310926181,False,1,0.6792945838081278,0,0.2551537803689524,2,3,0,True,False,False,True,False
0,3,male,-0.5348911628688886,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,True,0,-0.5609748304808925,1,-0.39163608705444175,2,1,0,False,False,True,True,False
